#,Release Date,Title,Instructor,Price,Product Type,Tags,URL
625,2020-08-23,"Chain Wrestling Takedowns by Nazar Kulchytskyy","Nazar Kulchytskyy",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Nazar Kulchytskyy, New, Show_More_App",https://bjjfanatics.com/products/chain-wrestling-takedowns-by-nazar-kulchytskyy
626,2020-08-23,"Thai Boxing Fundamentals by Youssef Boughhanem","Youssef Boughhanem",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Youssef Boughhanem, New, Show_More_App",https://bjjfanatics.com/products/thai-boxing-fundamentals-by-youssef-boughhanem
627,2020-08-23,"Creating Offense Everywhere by Zach Sanders","Zach Sanders",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Zach Sanders, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/creating-offense-everywhere-by-zach-sanders
628,2020-08-23,"Brick Wall Defense by Hayden Zillmer","Hayden Zillmer",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Hayden Zillmer, New, Show_More_App",https://bjjfanatics.com/products/brick-wall-defense-by-hayden-zillmer
629,2020-08-23,"Mastering Scramble Positions and Fundamental Offensive Attacks by Brett Pfarr","Brett Pfarr",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Brett Pfarr, New, Show_More_App",https://bjjfanatics.com/products/mastering-scramble-positions-and-fundamental-offensive-attacks-by-brett-pfarr
630,2020-08-23,"Attack The Takedown by Sean Russell","Sean Russell",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Sean Russell, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/attack-the-takedown-by-sean-russell
631,2020-08-23,"The Takedown Playbook by Daniel DeShazer","Daniel DeShazer",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Daniel DeShazer, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/the-takedown-playbook-by-daniel-deshazer
632,2020-08-23,"Collar Tie Attacks and Fundamental Takedowns by Dustin Schlatter","Dustin Schlatter",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Dustin Schlatter, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/collar-tie-attacks-and-fundamental-takedowns-by-dustin-schlatter
633,2020-08-23,"Striking For MMA by Daniel Woirin","Daniel Woirin",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Daniel Woirin, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/striking-for-mma-by-daniel-woirin
634,2020-08-23,"Crisp Boxing Fundamentals and Workouts by Souleymane Cissokho","Souleymane Cissokho",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Souleymane Cissokho, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/crisp-boxing-fundamentals-and-workouts-by-souleymane-cissokho
635,2020-08-23,"Championship Level Catch Wrestling by Josh Barnett","Josh Barnett",79.00,"COMBO","above-30, above-60, auto-best-seller, Facebook, featured-bestsellers, Fighter_Josh Barnett, GTIN, MC_Catch_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/championship-level-catch-wrestling-by-josh-barnett
636,2020-08-23,"Killer Catch Wrestling Combos by Erik Paulson","Erik Paulson",79.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Erik Paulson, GTIN, MC_Catch_Wrestling, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/killer-catch-wrestling-combos-by-erik-paulson
637,2020-08-23,"Mastering The Clinch by Rafael Cordeiro","Rafael Cordeiro",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Rafael Cordeiro, GTIN, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/mastering-the-clinch-by-rafael-cordeiro
638,2020-08-23,"Passing The Butterfly Guard by Jason Hunt","Jason Hunt",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jason Hunt, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/passing-the-butterfly-guard-by-jason-hunt
639,2020-08-31,"Mobile and Effective Throwing Techniques by Nicolas Brisson","Nicolas Brisson",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Nicolas Brisson, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/mobile-and-effective-throwing-techniques-by-nicolas-brisson
640,2020-08-31,"High-Octane Takedown Fundamentals by Thomas Gantt","Thomas Gantt",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Thomas Gantt, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/high-octane-takedown-fundamentals-by-thomas-gantt
641,2020-08-31,"Total Ippon Arsenal by Shinjiro Sasaki","Shinjiro Sasaki",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Shinjiro Sasaki, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/total-ippon-arsenal-by-shinjiro-sasaki
642,2020-08-31,"Dynamic Z Guard attacks by Hiago Gama","Hiago Gama",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Hiago Gama, MC_Guard, New, SC_Guard_Guard_Retention, SC_Guard_Half_Guard, Show_More_App",https://bjjfanatics.com/products/dynamic-z-guard-attacks-by-hiago-gama
643,2020-08-31,"The Snake Lasso Guard by Hiago Gama","Hiago Gama",47.00,"COMBO","above-30, best_sellers_two_years, Facebook, Fighter_Hiago Gama, MC_Guard, New, SC_Guard_Lasso_Guard, Show_More_App",https://bjjfanatics.com/products/the-snake-lasso-guard-by-hiago-gama
644,2020-08-31,"Secure BJJ Takedowns by Joao Assis","Joao Assis",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Joao Assis, MC_Takedowns, New, SC_Takedowns_No_Gi_Takedowns, Show_More_App",https://bjjfanatics.com/products/secure-bjj-takedowns-by-joao-assis
645,2020-08-31,"No-Gi Brazilian Jiu Jitsu Choking System by Troy Manning","Troy Manning",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Troy Manning, GTIN, MC_Submissions, New, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/no-gi-brazilian-jiu-jitsu-choking-system-by-troy-manning
646,2020-09-04,"Systematically Attacking From Open Guard Supine Position by Gordon Ryan","Gordon Ryan",349.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_Gordon Ryan, GTIN, MC_Guard, New, NFT, SC_Guard_50/50, SC_Guard_Butterfly_Guard, SC_Guard_Guard_Retention, SC_Guard_X_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/systematically-attacking-from-open-guard-supine-position-by-gordon-ryan
647,2020-09-05,"The Lockdown Blueprint by Tom DeBlass","Tom DeBlass",79.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Tom DeBlass, GTIN, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-lockdown-blueprint-by-tom-deblass
648,2020-09-05,"American Judo System: The Ouchi Gari Encyclopedia by Jimmy Pedro & Travis Stevens","Jimmy Pedro",127.00,"COMBO","above-100, above-30, above-60, Facebook, Fighter_Jimmy Pedro, GTIN, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/american-judo-system-the-ouchi-gari-encyclopedia-by-jimmy-pedro
649,2020-09-05,"American Judo System:The Tai Otoshi by Jimmy Pedro & Travis Stevens","Jimmy Pedro",127.00,"COMBO","above-100, above-30, above-60, Facebook, Fighter_Jimmy Pedro, GTIN, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/american-judo-system-the-tai-otoshi-by-jimmy-pedro
650,2020-09-05,"Spider Guard Tricks by Thamires Aquino","Thamires Aquino",47.00,"COMBO","above-30, best_sellers_two_years, Facebook, Fighter_Thamires Aquino, MC_Guard, New, SC_Guard_Lasso_Guard, SC_Guard_Spider_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/spider-guard-tricks-by-thamires-aquino
651,2020-09-05,"Simplified Strength Training Templates For BJJ by Alex Sterner & Alex Bryce","Alex Bryce",47.00,"COMBO","above-30, best_sellers_two_years, Facebook, Fighter_Alex Bryce, Fighter_Alex Sterner, GTIN, MC_Strength_Training, New, Show_More_App",https://bjjfanatics.com/products/simplified-strength-training-templates-for-bjj-by-alex-sterner-alex-bryce
652,2020-09-11,"The Modern 50/50 Guard by Patrick Gaudio","Patrick Gaudio",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Patrick Gaudio, GTIN, MC_Guard, New, SC_Guard_50/50, Show_More_App",https://bjjfanatics.com/products/the-modern-50-50-guard-by-patrick-gaudio
653,2020-09-11,"Ultimate Armlock Escapes by Henry Akins","Henry Akins",279.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-30, above-60, auto-best-seller, Facebook, Fighter_Henry Akins, GTIN, MC_Escapes, New, Show_More_App",https://bjjfanatics.com/products/ultimate-armlock-escapes-by-henry-akins
654,2020-09-11,"Ultimate Choke Escapes by Henry Akins","Henry Akins",279.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_Henry Akins, GTIN, MC_Escapes, New, Show_More_App",https://bjjfanatics.com/products/ultimate-choke-escapes-by-henry-akins
655,2020-09-11,"The KTO Blueprint by Andy Hung","Andy Hung",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Andy Hung, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/the-kto-blueprint-by-andy-hung
656,2020-09-11,"World Class Striking Mastery by Cedric Doumbe","Cedric Doumbe",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Cedric Doumbe, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/world-class-striking-mastery-by-cedric-doumbe
657,2020-09-11,"The World Championship No Gi Guard System by Bia Mesquita","Bia Mesquita",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bia Mesquita, GTIN, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/the-world-championship-no-gi-guard-system-by-bia-mesquita
658,2020-09-11,"The World Championship Open Guard system by Bia Mesquita","Bia Mesquita",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bia Mesquita, GTIN, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/the-world-championship-open-guard-system-by-bia-mesquita
659,2020-09-11,"The guard Retention Anthology: Around and Under by Lachlan Giles & Ariel Tabak","Lachlan Giles",127.00,"COMBO","above-100, above-130, above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Ariel Tabak, Fighter_Lachlan Giles, GTIN, MC_Fundamentals, MC_Guard, New, SC_Guard_Guard_Retention, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-guard-retention-anthology-by-lachlan-giles-ariel-tabak
660,2020-09-11,"Total Striking Control by Alex ""Po Atan"" Pereira","Alexsandro Pereira",47.00,"COMBO","above-30, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Alexsandro Pereira, MC_Striking, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/total-striking-control-by-alexsandro-pereira
661,2020-09-23,"Dominating The Front Headlock by Dan Vallimont","Dan Vallimont",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Dan Vallimont, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/dominating-the-front-headlock-by-dan-vallimont
662,2020-09-23,"Effective High Crotch Attacks by Dan Vallimont","Dan Vallimont",97.00,"COMBO","above-30, above-60, Facebook, Fighter_Dan Vallimont, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/effective-high-crotch-attacks-by-dan-vallimont
663,2020-09-23,"Six Gun Striking by Brandon Gibson","Brandon Gibson",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Brandon Gibson, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/six-gun-striking-by-brandon-gibson
664,2020-09-23,"The Fundamentals of MMA by Greg Jackson","Greg Jackson",97.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Greg Jackson, GTIN, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/the-fundamentals-of-mma-by-greg-jackson
665,2020-09-23,"Power Punching by Mike Winkeljohn","Mike Winkeljohn",97.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Mike Winkeljohn, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/power-punching-by-mike-winkeljohn
666,2020-09-23,"American Judo System: The Osoto-Gari Encyclopedia by Travis Stevens","Travis Stevens",127.00,"COMBO","above-100, above-30, above-60, Facebook, Fighter_Travis Stevens, GTIN, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/american-judo-system-the-osoto-gari-encyclopedia-by-travis-stevens
667,2020-09-23,"American Judo System: The Koshi-Guruma Encyclopedia by Travis Stevens","Travis Stevens",127.00,"COMBO","above-100, above-30, above-60, Facebook, Fighter_Travis Stevens, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/american-judo-system-the-koshi-guruma-encyclopedia-by-travis-stevens
668,2020-09-23,"Total Crucifix Back Attacks by Dallas Niles","Dallas Niles",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Dallas Niles, GTIN, MC_Back_Attacks, MC_Submissions, New, SC_Submissions_Arm_Attacks, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/total-crucifix-back-attacks-by-dallas-niles
669,2020-09-23,"Madge Muay Thai Fundamentals by Don Madge","Don Madge",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Don Madge, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/madge-muay-thai-fundamentals-by-don-madge
670,2020-09-23,"Luta Livre Guard Passing by Thomas Loubersanes","Thomas Loubersanes",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Thomas Loubersanes, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/luta-livre-guard-passing-by-thomas-loubersanes
671,2020-09-23,"Complete Guide To Sankaku by Kelita Zupancic","Kelita Zupancic",47.00,"COMBO","above-30, best_sellers_two_years, Facebook, Fighter_Kelita Zupancic, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/complete-guide-to-sankaku-by-kelita-zupancic
672,2020-09-23,"Kimuras For The Street by Eli Knight & Jared Jessup","Eli Knight",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Eli Knight, Fighter_Jared Jessup, GTIN, MC_Self_Defense, New, Show_More_App",https://bjjfanatics.com/products/kimuras-for-the-street-by-eli-knight-jared-jessup
673,2020-09-23,"Untangled: How To Disengage From Conflict by Eli Knight & Jared Jessup","Eli Knight",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Eli Knight, Fighter_Jared Jessup, GTIN, MC_Self_Defense, New, Show_More_App",https://bjjfanatics.com/products/untangled-how-to-disengage-from-conflict-by-eli-knight-jared-jessup
674,2020-09-29,"Feet To Floor: Volume 1 Fundamental Standing Skills by John Danaher","John Danaher",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_John Danaher, GTIN, John Danaher, level-2, MC_Fundamentals, MC_Takedowns, New, SC_Takedowns_Gi_Takedowns, SC_Takedowns_No_Gi_Takedowns, TopBestSeller",https://bjjfanatics.com/products/feet-to-floor-volume-one-fundamental-standing-skills-by-john-danaher
675,2020-10-05,"The Wright Way Takedown System by Brandon Wright","Brandon Wright",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Brandon Wright, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/the-wright-takedown-system-by-brandon-wright
676,2020-10-05,"The Single Strap Back Take Encyclopedia by Bernardo Faria","Bernardo Faria",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Bernardo Faria, GTIN, level-3, MC_Back_Attacks, MC_Fundamentals, MC_Submissions, New, SC_Submissions_Arm_Attacks, SC_Submissions_Chokes, Show_More_App",https://bjjfanatics.com/products/the-single-strap-back-take-encyclopedia-by-bernardo-faria
677,2020-10-05,"Secret Standing Techniques by Satoshi Ishii","Satoshi Ishii",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Satoshi Ishii, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/secret-standing-techniques-by-satoshi-ishii
678,2020-10-05,"Advanced Ground Techniques by Satoshi Ishii","Satoshi Ishii",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Satoshi Ishii, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/advanced-ground-techniques-by-satoshi-ishii
